;train/episode;Steps;Wall_Time
0;128.0;2560;1651060753.4976711
1;128.0;5120;1651060754.4493356
2;128.0;7680;1651060755.3775842
3;128.0;10240;1651060756.296741
4;128.0;12800;1651060757.213387
5;128.0;15360;1651060758.1530282
6;128.0;17920;1651060759.0651932
7;128.0;20480;1651060759.9824307
8;128.0;23040;1651060760.8978229
9;128.0;25600;1651060761.8130693
10;128.0;28160;1651060762.7159727
11;128.0;30720;1651060763.623469
12;128.0;33280;1651060764.5284853
13;128.0;35840;1651060765.438918
14;128.0;38400;1651060766.3431864
15;128.0;40960;1651060767.2471292
16;128.0;43520;1651060768.172349
17;128.0;46080;1651060769.07685
18;128.0;48640;1651060769.9923427
19;128.0;51200;1651060770.9168034
20;128.0;53760;1651060771.8683603
21;128.0;56320;1651060772.8043997
22;128.0;58880;1651060773.7228904
23;128.0;61440;1651060774.6311133
24;128.0;64000;1651060775.531413
25;128.0;66560;1651060776.4342787
26;128.0;69120;1651060777.336663
27;128.0;71680;1651060778.2355642
28;128.0;74240;1651060779.1547477
29;128.0;76800;1651060780.0601404
30;128.0;79360;1651060780.9604185
31;128.0;81920;1651060781.872265
32;128.0;84480;1651060782.7897031
33;128.0;87040;1651060783.720225
34;128.0;89600;1651060784.622936
35;128.0;92160;1651060785.5211568
36;128.0;94720;1651060786.4190812
37;128.0;97280;1651060787.3357403
38;128.0;99840;1651060788.257153
39;128.0;102400;1651060789.1852717
40;128.0;104960;1651060790.088296
41;128.0;107520;1651060790.991947
42;128.0;110080;1651060791.8983269
43;128.0;112640;1651060792.8153856
44;128.0;115200;1651060793.7344146
45;128.0;117760;1651060794.6487918
46;128.0;120320;1651060795.5704415
47;128.0;122880;1651060796.4872866
48;128.0;125440;1651060797.3947945
49;128.0;128000;1651060798.307301
50;128.0;130560;1651060799.2071662
51;128.0;133120;1651060800.1280212
52;128.0;135680;1651060801.030485
53;128.0;138240;1651060801.9304786
54;128.0;140800;1651060802.8301914
55;128.0;143360;1651060803.733546
56;128.0;145920;1651060804.6505415
57;128.0;148480;1651060805.5625052
58;128.0;151040;1651060806.4805079
59;128.0;153600;1651060807.3954349
60;128.0;156160;1651060808.3105109
61;128.0;158720;1651060809.221475
62;128.0;161280;1651060810.145748
63;128.0;163840;1651060811.049582
64;128.0;166400;1651060811.964951
65;128.0;168960;1651060812.8790224
66;128.0;171520;1651060813.794071
67;128.0;174080;1651060814.7038448
68;128.0;176640;1651060815.604406
69;128.0;179200;1651060816.5198345
70;128.0;181760;1651060817.4400501
71;128.0;184320;1651060818.3613348
72;128.0;186880;1651060819.285519
73;128.0;189440;1651060820.2032983
74;128.0;192000;1651060821.1195388
75;128.0;194560;1651060822.018314
76;128.0;197120;1651060822.920074
77;128.0;199680;1651060823.8212712
78;128.0;202240;1651060824.7224169
79;128.0;204800;1651060825.6199284
80;128.0;207360;1651060826.5344603
81;128.0;209920;1651060827.4468782
82;128.0;212480;1651060828.3563848
83;128.0;215040;1651060829.2754984
84;128.0;217600;1651060830.1904538
85;128.0;220160;1651060831.1195471
86;128.0;222720;1651060832.0203319
87;128.0;225280;1651060832.9183838
88;128.0;227840;1651060833.8157063
89;128.0;230400;1651060834.7189565
90;128.0;232960;1651060835.6175406
91;128.0;235520;1651060836.538722
92;128.0;238080;1651060837.452519
93;128.0;240640;1651060838.3719435
94;128.0;243200;1651060839.2856882
95;128.0;245760;1651060840.1987107
96;128.0;248320;1651060841.1277826
97;128.0;250880;1651060842.048918
98;128.0;253440;1651060842.94894
99;128.0;256000;1651060843.8546596
100;128.0;258560;1651060852.3706546
101;128.0;261120;1651060853.2967434
102;128.0;263680;1651060854.218122
103;128.0;266240;1651060855.1419215
104;128.0;268800;1651060856.0669968
105;128.0;271360;1651060856.967204
106;128.0;273920;1651060857.8722916
107;128.0;276480;1651060858.77165
108;128.0;279040;1651060859.6909828
109;128.0;281600;1651060860.5918605
110;128.0;284160;1651060861.4898176
111;128.0;286720;1651060862.4052982
112;128.0;289280;1651060863.3078187
113;128.0;291840;1651060864.21943
114;128.0;294400;1651060865.1333327
115;128.0;296960;1651060866.0454671
116;128.0;299520;1651060866.9673524
117;128.0;302080;1651060867.86799
118;128.0;304640;1651060868.7682724
119;128.0;307200;1651060869.678774
120;128.0;309760;1651060870.5848706
121;128.0;312320;1651060871.4864762
122;128.0;314880;1651060872.387323
123;128.0;317440;1651060873.2948635
124;128.0;320000;1651060874.1941211
125;128.0;322560;1651060875.108358
126;128.0;325120;1651060876.007753
127;128.0;327680;1651060876.9264011
128;128.0;330240;1651060877.8386672
129;128.0;332800;1651060878.7530797
130;128.0;335360;1651060879.6638913
131;128.0;337920;1651060880.594871
132;128.0;340480;1651060881.5003128
133;128.0;343040;1651060882.4053576
134;128.0;345600;1651060883.3185685
135;128.0;348160;1651060884.2199519
136;128.0;350720;1651060885.1300046
137;128.0;353280;1651060886.0464382
138;128.0;355840;1651060886.967837
139;128.0;358400;1651060887.8859186
140;128.0;360960;1651060888.7912164
141;128.0;363520;1651060889.687795
142;128.0;366080;1651060890.592688
143;128.0;368640;1651060891.5059295
144;128.0;371200;1651060892.4234228
145;128.0;373760;1651060893.3376958
146;128.0;376320;1651060894.2529001
147;128.0;378880;1651060895.15718
148;128.0;381440;1651060896.0563843
149;128.0;384000;1651060896.955063
150;128.0;386560;1651060897.8541899
151;128.0;389120;1651060898.7789195
152;128.0;391680;1651060899.702032
